ZIPCODE,SIDO,GUGUN,DONG,BUNJI,SEQ
135-954,서울,강남구,청담2동,78∼91,540
135-517,서울,강남구,청담2동,92∼99,541
135-102,서울,강남구,청담2동,,542
135-100,서울,강남구,청담동,,543
135-650,서울,강남구,무역센터우체국사서함,1∼99,544
135-651,서울,강남구,무역센터우체국사서함,100∼199,545
135-652,서울,강남구,무역센터우체국사서함,200∼299,546
135-600,서울,강남구,서울강남우체국사서함,1∼99,547
135-601,서울,강남구,서울강남우체국사서함,100∼199,548
135-602,서울,강남구,서울강남우체국사서함,200∼299,549
135-603,서울,강남구,서울강남우체국사서함,300∼399,550
135-604,서울,강남구,서울강남우체국사서함,400∼499,551
135-605,서울,강남구,서울강남우체국사서함,500∼599,552
135-606,서울,강남구,서울강남우체국사서함,600∼699,553
135-607,서울,강남구,서울강남우체국사서함,700∼799,554
135-608,서울,강남구,서울강남우체국사서함,800∼899,555
135-609,서울,강남구,서울강남우체국사서함,900∼999,556
135-610,서울,강남구,서울강남우체국사서함,1000∼1099,557
135-611,서울,강남구,서울강남우체국사서함,1100∼1199,558
135-612,서울,강남구,서울강남우체국사서함,1200∼1299,559
135-613,서울,강남구,서울강남우체국사서함,1300∼1399,560
135-614,서울,강남구,서울강남우체국사서함,1400∼1499,561
135-615,서울,강남구,서울강남우체국사서함,1500∼1599,562
135-616,서울,강남구,서울강남우체국사서함,1600∼1699,563
135-617,서울,강남구,서울강남우체국사서함,1700∼1799,564
135-618,서울,강남구,서울강남우체국사서함,1800∼1899,565
135-619,서울,강남구,서울강남우체국사서함,1900∼1999,566
135-620,서울,강남구,서울강남우체국사서함,2000∼2099,567
135-621,서울,강남구,서울강남우체국사서함,2100∼2199,568
135-622,서울,강남구,서울강남우체국사서함,2200∼2299,569
135-623,서울,강남구,서울강남우체국사서함,2300∼2399,570
135-624,서울,강남구,서울강남우체국사서함,2400∼2499,571
135-660,서울,강남구,서울영동우체국사서함,,572
134-100,서울,강동구,강일동,,573
134-751,서울,강동구,고덕1동 시영아파트,,574
134-752,서울,강동구,고덕1동 아남아파트,,575
134-753,서울,강동구,고덕1동 주공아파트,(101∼121동),576
134-754,서울,강동구,고덕1동 주공아파트,(801∼818동),577
134-755,서울,강동구,고덕1동 현대아파트,,578
134-804,서울,강동구,고덕1동,307∼310,579
134-878,서울,강동구,고덕1동,311∼317,580
134-878,서울,강동구,고덕1동,391∼449,581
134-878,서울,강동구,고덕1동,470,582
134-879,서울,강동구,고덕1동,471∼485,583
134-804,서울,강동구,고덕1동,486,584
134-805,서울,강동구,고덕1동,487∼499,585
134-806,서울,강동구,고덕1동,500∼671,586
134-806,서울,강동구,고덕1동,산81∼98,587
134-081,서울,강동구,고덕1동,,588
134-757,서울,강동구,고덕2동 주공아파트,(201∼222동),589
134-749,서울,강동구,고덕2동 주공아파트,(223∼271동),590
134-800,서울,강동구,고덕2동,1∼182,591
134-801,서울,강동구,고덕2동,183∼211,592
134-807,서울,강동구,고덕2동,212∼220,593
134-803,서울,강동구,고덕2동,221∼306,594
134-803,서울,강동구,고덕2동,318∼390,595
134-801,서울,강동구,고덕2동,450∼469,596
134-807,서울,강동구,고덕2동,산1∼80,597
134-082,서울,강동구,고덕2동,,598
134-080,서울,강동구,고덕동,,599
134-701,서울,강동구,길동 강동성심병원,,600
134-765,서울,강동구,길동 삼익파크아파트,(501∼513동),601
134-011,서울,강동구,길동 서울강동우체국,,602
134-766,서울,강동구,길동 신동아아파트,(1∼12동),603
134-766,서울,강동구,길동 신동아아파트,(31∼33동),604
134-766,서울,강동구,길동 신동아아파트,(101동),605
134-761,서울,강동구,길동 우성아파트,(101∼107동),606
134-770,서울,강동구,길동 GS강동자이아파트,(101∼112동),607
134-808,서울,강동구,길동,1∼104,608
134-809,서울,강동구,길동,105∼226,609
134-815,서울,강동구,길동,227∼319,610
134-810,서울,강동구,길동,320∼335,611
134-811,서울,강동구,길동,336∼350,612
134-812,서울,강동구,길동,351∼369,613
134-813,서울,강동구,길동,370∼385,614
134-880,서울,강동구,길동,386∼411,615
134-814,서울,강동구,길동,412∼459,616
134-880,서울,강동구,길동,472,617
134-881,서울,강동구,길동,474,618
134-812,서울,강동구,길동,475,619
134-816,서울,강동구,길동,산1∼4,620
134-010,서울,강동구,길동,,621
134-771,서울,강동구,둔촌1동 주공아파트,(101∼146동),622
134-772,서울,강동구,둔촌1동 주공아파트,(201∼236동),623
134-773,서울,강동구,둔촌1동 주공아파트,(301∼325동),624
134-774,서울,강동구,둔촌1동 주공아파트,(401∼437동),625
134-819,서울,강동구,둔촌1동,117∼118,626
134-819,서울,강동구,둔촌1동,120∼131,627
134-819,서울,강동구,둔촌1동,170∼179,628
134-820,서울,강동구,둔촌1동,180∼199,629
134-821,서울,강동구,둔촌1동,200∼300,630
134-061,서울,강동구,둔촌1동,,631
134-705,서울,강동구,둔촌2동 라이프아파트,(101∼102동),632
134-791,서울,강동구,둔촌2동 서울보훈병원,,633
134-709,서울,강동구,둔촌2동 신동아프라임아파트,(101∼103동),634
134-759,서울,강동구,둔촌2동 신성둔촌미소지움아파트,(101∼102동),635
134-706,서울,강동구,둔촌2동 신성둔촌미소지움아파트,(201∼203동),636
134-704,서울,강동구,둔촌2동 중앙하이츠아파트,,637
134-767,서울,강동구,둔촌2동 진흥아파트,(1∼9동),638
134-768,서울,강동구,둔촌2동 프라자아파트,(1∼4동),639
134-777,서울,강동구,둔촌2동 현대1차아파트,(10∼14동),640
134-708,서울,강동구,둔촌2동 현대2차아파트,(101∼201동),641
134-708,서울,강동구,둔촌2동 현대3차아파트,(101∼201동),642
134-777,서울,강동구,둔촌2동 현대4차아파트,(101∼102동),643
134-817,서울,강동구,둔촌2동,1∼87,644
134-818,서울,강동구,둔촌2동,88∼116,645
134-818,서울,강동구,둔촌2동,119,646
134-818,서울,강동구,둔촌2동,132∼162,647
134-822,서울,강동구,둔촌2동,163∼169,648
134-822,서울,강동구,둔촌2동,301∼543,649
134-818,서울,강동구,둔촌2동,544∼545,650
134-822,서울,강동구,둔촌2동,555∼556,651
134-882,서울,강동구,둔촌2동,557∼626,652
134-823,서울,강동구,둔촌2동,산1∼79,653
134-062,서울,강동구,둔촌2동,,654
134-060,서울,강동구,둔촌동,,655
134-830,서울,강동구,명일1동,355∼357,656
134-780,서울,강동구,명일1동 삼익가든아파트,,657
134-781,서울,강동구,명일1동 삼익그린아파트,(101∼208동),658
134-756,서울,강동구,명일1동 삼익그린아파트,(301∼303동),659
134-782,서울,강동구,명일1동 삼익그린아파트,(501∼701동),660
134-756,서울,강동구,명일1동 엘지아파트,,661
134-824,서울,강동구,명일1동,1∼30,662
134-828,서울,강동구,명일1동,251,663
134-828,서울,강동구,명일1동,260∼270,664
134-829,서울,강동구,명일1동,271∼303,665
134-830,서울,강동구,명일1동,304∼354,666
134-831,서울,강동구,명일1동,산1∼6,667
134-071,서울,강동구,명일1동,,668
134-786,서울,강동구,명일2동 신동아아파트,,669
134-787,서울,강동구,명일2동 우성아파트,,670
134-788,서울,강동구,명일2동 주공아파트,(901∼914동),671
134-789,서울,강동구,명일2동 한양아파트,,672
134-790,서울,강동구,명일2동 현대아파트,,673
134-825,서울,강동구,명일2동,31∼49,674
134-826,서울,강동구,명일2동,50∼234,675
134-827,서울,강동구,명일2동,235∼250,676
134-827,서울,강동구,명일2동,252∼259,677
134-832,서울,강동구,명일2동,산7∼59,678
134-833,서울,강동구,명일2동,산60∼70,679
134-072,서울,강동구,명일2동,,680
134-070,서울,강동구,명일동,,681
134-727,서울,강동구,상일동 경희대학교동서신의학병원,,682
134-707,서울,강동구,상일동 주공아파트,(301∼315동),683
134-793,서울,강동구,상일동 주공아파트,(316∼368동),684
134-794,서울,강동구,상일동 주공아파트,(401∼410동),685
134-795,서울,강동구,상일동 주공아파트,(501∼524동),686
134-796,서울,강동구,상일동 주공아파트,(601∼625동),687
134-797,서울,강동구,상일동 주공아파트,(701∼725동),688
134-792,서울,강동구,상일동 중앙하이츠아파트,,689
134-710,서울,강동구,상일동 한영고등학교,,690
134-710,서울,강동구,상일동 한영외국어고등학교,,691
134-710,서울,강동구,상일동 한영중학교,,692
134-834,서울,강동구,상일동,1∼120,693
134-835,서울,강동구,상일동,121∼123,694
134-836,서울,강동구,상일동,124∼138,695
134-837,서울,강동구,상일동,139∼291,696
134-838,서울,강동구,상일동,292∼476,697
134-839,서울,강동구,상일동,산1∼65,698
134-090,서울,강동구,상일동,,699
134-700,서울,강동구,성내1동 강동구청,,700
134-763,서울,강동구,성내1동 농협중앙회서울지역본부,,701
134-745,서울,강동구,성내1동 미주아파트,(1∼5동),702
134-758,서울,강동구,성내1동 삼성아파트,,703
134-711,서울,강동구,성내1동 서울강동경찰서,,704
134-883,서울,강동구,성내1동,108∼110,705
134-883,서울,강동구,성내1동,111-(1∼8),706
134-883,서울,강동구,성내1동,111-(55),707
134-883,서울,강동구,성내1동,120-(30∼91),708
134-848,서울,강동구,성내1동,271,709
134-848,서울,강동구,성내1동,291-(22∼23),710
134-848,서울,강동구,성내1동,294∼299,711
134-851,서울,강동구,성내1동,300∼377,712
134-884,서울,강동구,성내1동,420-(11∼20),713
134-884,서울,강동구,성내1동,420-(28∼42),714
134-884,서울,강동구,성내1동,421,715
134-884,서울,강동구,성내1동,434-(3∼13),716
134-884,서울,강동구,성내1동,434-(24∼37),717
134-884,서울,강동구,성내1동,434-(40∼50),718
134-884,서울,강동구,성내1동,435-(1∼8),719
134-884,서울,강동구,성내1동,435-(26∼30),720
134-884,서울,강동구,성내1동,435-(36∼39),721
134-885,서울,강동구,성내1동,447,722
134-885,서울,강동구,성내1동,448-(1∼8),723
134-885,서울,강동구,성내1동,448-(31),724
134-848,서울,강동구,성내1동,450∼469,725
134-850,서울,강동구,성내1동,518∼547,726
134-851,서울,강동구,성내1동,548∼588,727
134-886,서울,강동구,성내1동,589∼591,728
134-848,서울,강동구,성내1동,593,729
134-885,서울,강동구,성내1동,594,730
134-883,서울,강동구,성내1동,595,731
134-848,서울,강동구,성내1동,602,732
134-031,서울,강동구,성내1동,,733
134-840,서울,강동구,성내2동,1∼100,734
134-841,서울,강동구,성내2동,101∼107,735
134-841,서울,강동구,성내2동,111-(9∼54),736
134-841,서울,강동구,성내2동,112∼119,737
134-841,서울,강동구,성내2동,120-(1∼29),738
134-841,서울,강동구,성내2동,121∼198,739
134-841,서울,강동구,성내2동,199-(1∼10),740
134-841,서울,강동구,성내2동,199-(26∼28),741
134-842,서울,강동구,성내2동,200∼243,742
134-842,서울,강동구,성내2동,246∼292,743
134-888,서울,강동구,성내2동,383∼384,744
134-888,서울,강동구,성내2동,407-(4∼24),745
134-888,서울,강동구,성내2동,407-(34∼43),746
134-849,서울,강동구,성내2동,500∼517,747
134-842,서울,강동구,성내2동,592,748
134-842,서울,강동구,성내2동,598,749
134-840,서울,강동구,성내2동,600,750
134-032,서울,강동구,성내2동,,751
134-843,서울,강동구,성내3동,199-(11∼25),752
134-843,서울,강동구,성내3동,244∼245,753
134-843,서울,강동구,성내3동,378∼382,754
134-843,서울,강동구,성내3동,385∼399,755
134-844,서울,강동구,성내3동,400∼406,756
134-844,서울,강동구,성내3동,407-(1∼3),757
134-844,서울,강동구,성내3동,407-(25∼33),758
134-844,서울,강동구,성내3동,407-(44∼45),759
134-844,서울,강동구,성내3동,408∼416,760
134-845,서울,강동구,성내3동,417∼419,761
134-845,서울,강동구,성내3동,420-(1∼10),762
134-845,서울,강동구,성내3동,420-(21∼27),763
134-845,서울,강동구,성내3동,420-(43∼48),764
134-845,서울,강동구,성내3동,422∼425,765
134-890,서울,강동구,성내3동,426∼433,766
134-890,서울,강동구,성내3동,434-(1∼2),767
134-890,서울,강동구,성내3동,434-(14∼23),768
134-890,서울,강동구,성내3동,434-(38∼39),769
134-846,서울,강동구,성내3동,435-(9∼25),770
134-846,서울,강동구,성내3동,435-(31∼35),771
134-846,서울,강동구,성내3동,435-(41∼42),772
134-846,서울,강동구,성내3동,436∼445,773
134-847,서울,강동구,성내3동,446,774
134-847,서울,강동구,성내3동,448-(9∼30),775
134-847,서울,강동구,성내3동,449,776
134-844,서울,강동구,성내3동,596∼597,777
134-843,서울,강동구,성내3동,599,778
134-846,서울,강동구,성내3동,601,779
134-846,서울,강동구,성내3동,603,780
134-033,서울,강동구,성내3동,,781
134-030,서울,강동구,성내동,,782
134-799,서울,강동구,암사1동 프라이어팰리스아파트,(101∼122동),783
134-854,서울,강동구,암사1동,415∼439,784
134-858,서울,강동구,암사1동,452∼460,785
134-857,서울,강동구,암사1동,461∼473,786
134-858,서울,강동구,암사1동,474∼478,787
134-856,서울,강동구,암사1동,479∼487,788
134-859,서울,강동구,암사1동,488∼501,789
134-856,서울,강동구,암사1동,670∼672,790
134-854,서울,강동구,암사1동,673∼674,791
134-854,서울,강동구,암사1동,산42∼63,792
134-051,서울,강동구,암사1동,,793
134-702,서울,강동구,암사2동 삼성광나루아파트,,794
134-703,서울,강동구,암사2동 선사현대아파트,,795
134-876,서울,강동구,암사2동,118∼142,796
134-876,서울,강동구,암사2동,144∼191,797
134-877,서울,강동구,암사2동,502∼570,798
134-876,서울,강동구,암사2동,571∼637,799
134-052,서울,강동구,암사2동,,800
134-798,서울,강동구,암사3동 강동시영아파트,(1∼48동),801
134-764,서울,강동구,암사3동 강동현대홈타운아파트,,802
134-760,서울,강동구,암사3동 한강현대아파트,,803
134-852,서울,강동구,암사3동,1∼94,804
134-852,서울,강동구,암사3동,95∼117,805
134-852,서울,강동구,암사3동,143,806
134-852,서울,강동구,암사3동,192∼354,807
134-853,서울,강동구,암사3동,355∼412,808
134-853,서울,강동구,암사3동,414,809
134-855,서울,강동구,암사3동,440∼451,810
134-860,서울,강동구,암사3동,산1∼40,811
